volume,volume weighted,open,close,high,low,time
1479.0,402.1955,402.02,402.5,402.5,402.02,2022-09-09 08:00:00
1220.0,403.6231,403.71,403.6,403.71,403.6,2022-09-09 09:00:00
142.0,403.5345,403.53,403.53,403.53,403.53,2022-09-09 10:00:00
4604.0,403.8504,403.91,403.8,403.96,403.8,2022-09-09 11:00:00
43701.0,403.5593,403.67,403.26,403.8499,403.23,2022-09-09 12:00:00
16881.0,403.4371,403.44,403.42,403.48,403.39,2022-09-09 13:00:00
336409.0,404.2655,404.28,404.3899,404.39,404.11,2022-09-09 14:00:00
168937.0,406.0158,405.97,406.15,406.16,405.83,2022-09-09 15:00:00
244828.0,405.485,405.65,405.25,405.79,405.25,2022-09-09 16:00:00
107556.0,405.8453,405.98,405.69,406.0,405.67,2022-09-09 17:00:00
67403.0,406.4405,406.54,406.415,406.54,406.345,2022-09-09 18:00:00
129969.0,406.6837,406.74,406.74,406.81,406.575,2022-09-09 19:00:00
454716.0,406.4315,406.46,406.38,406.6,406.28,2022-09-09 20:00:00
1862.0,406.463,406.51,406.48,406.51,406.38,2022-09-09 21:00:00
4349.0,407.959,406.74,407.92,408.07,406.74,2022-09-12 08:00:00
684.0,408.614,408.64,408.6,408.64,408.6,2022-09-12 10:00:00
3316.0,408.3732,408.37,408.32,408.43,408.32,2022-09-12 11:00:00
37813.0,408.5867,408.4097,408.92,409.3296,408.16,2022-09-12 12:00:00
4142.0,408.269,408.44,408.23,408.45,408.23,2022-09-12 13:00:00
319181.0,410.9846,411.02,411.0617,411.11,410.82,2022-09-12 14:00:00
161048.0,410.4654,410.52,410.5799,410.6399,410.34,2022-09-12 15:00:00
148522.0,409.303,409.22,409.31,409.43,409.17,2022-09-12 16:00:00
81574.0,410.2669,410.26,410.19,410.34,410.165,2022-09-12 17:00:00
100590.0,410.857,410.91,410.84,410.97,410.8,2022-09-12 18:00:00
119678.0,410.2126,410.28,410.18,410.35,410.14,2022-09-12 19:00:00
475921.0,411.0788,410.94,411.14,411.26,410.89,2022-09-12 20:00:00
2220.0,411.6035,411.63,411.6,411.63,411.54,2022-09-12 21:00:00
13770.0,411.7871,411.67,411.67,411.94,411.67,2022-09-12 22:00:00
2982.0,411.316,411.38,411.3,411.38,411.29,2022-09-12 23:00:00
1786.0,412.7116,412.42,412.77,412.86,412.42,2022-09-13 08:00:00
4724.0,413.5202,413.5,413.57,413.57,413.5,2022-09-13 11:00:00
55167.0,413.7281,413.6982,413.8,413.99,413.49,2022-09-13 12:00:00
116177.0,401.8387,401.98,401.73,402.05,401.67,2022-09-13 13:00:00
350160.0,400.78,400.91,400.47,401.06,400.45,2022-09-13 14:00:00
133951.0,398.3809,398.43,398.335,398.48,398.31,2022-09-13 15:00:00
89025.0,397.8144,397.88,397.6194,397.95,397.6,2022-09-13 16:00:00
143439.0,398.2245,398.39,398.055,398.395,398.01,2022-09-13 17:00:00
89538.0,398.3963,398.42,398.255,398.56,398.2501,2022-09-13 18:00:00
232802.0,395.9643,395.87,395.88,396.09,395.85,2022-09-13 19:00:00
584259.0,393.4267,393.18,393.56,393.68,393.1,2022-09-13 20:00:00
2403027.0,393.1006,393.6,393.53,393.69,393.51,2022-09-13 21:00:00
1677.0,393.7748,393.75,393.8,393.8,393.74,2022-09-13 22:00:00
2627.0,393.9235,394.02,393.92,394.02,393.9,2022-09-13 23:00:00
868.0,394.623,394.71,394.59,394.71,394.59,2022-09-14 08:00:00
4609.0,395.5326,395.66,395.54,395.66,395.5,2022-09-14 09:00:00
544.0,394.9808,395.0,394.97,395.0,394.97,2022-09-14 10:00:00
3984.0,394.836,394.77,394.85,394.85,394.77,2022-09-14 11:00:00
116855.0,393.3409,394.79,392.69,395.92,392.38,2022-09-14 12:00:00
4592.0,394.1439,394.13,394.05,394.21,394.01,2022-09-14 13:00:00
143013.0,394.982,395.11,394.83,395.16,394.81,2022-09-14 14:00:00
156919.0,395.3499,395.47,395.28,395.56,395.11,2022-09-14 15:00:00
86725.0,394.6397,394.67,394.71,394.7754,394.53,2022-09-14 16:00:00
76464.0,395.3629,395.27,395.4,395.45,395.24,2022-09-14 17:00:00
399760.0,393.2014,393.13,393.24,393.29,393.05,2022-09-14 18:00:00
143161.0,392.8026,392.62,392.89,392.96,392.56,2022-09-14 19:00:00
476753.0,394.5953,394.6,394.68,394.7,394.41,2022-09-14 20:00:00
9449.0,395.5361,395.5,395.55,395.55,395.5,2022-09-14 21:00:00
52117.0,395.4133,395.58,395.31,395.58,395.2,2022-09-14 22:00:00
11255.0,395.6344,395.62,395.65,395.67,395.56,2022-09-15 08:00:00
13806.0,395.0669,395.06,394.86,395.12,394.86,2022-09-15 09:00:00
6557.0,394.0355,394.06,394.1,394.1,394.0,2022-09-15 11:00:00
68559.0,394.2878,394.2,394.02,395.1096,393.5096,2022-09-15 12:00:00
22853.0,394.0743,394.1,394.17,394.17,394.04,2022-09-15 13:00:00
378808.0,395.6826,395.18,395.71,395.89,395.18,2022-09-15 14:00:00
188145.0,391.3664,391.36,391.31,391.57,391.18,2022-09-15 15:00:00
164861.0,390.9577,390.96,390.89,391.0999,390.81,2022-09-15 16:00:00
263751.0,392.57,392.14,392.785,392.885,392.14,2022-09-15 17:00:00
172859.0,392.6223,392.88,392.5506,392.9299,392.53,2022-09-15 18:00:00
187500.0,390.8642,391.05,390.62,391.16,390.56,2022-09-15 19:00:00
342591.0,390.3257,390.15,390.53,390.62,390.12,2022-09-15 20:00:00
3218.0,389.2049,389.3,389.16,389.3,389.16,2022-09-15 21:00:00
30940.0,388.3007,388.62,388.0,388.66,388.0,2022-09-15 22:00:00
2518.0,387.9527,387.98,387.95,387.98,387.95,2022-09-15 23:00:00
15282.0,385.462,385.5,385.35,386.5,385.27,2022-09-16 08:00:00
588.0,384.8821,384.82,384.95,384.95,384.81,2022-09-16 09:00:00
4570.0,385.9637,386.04,385.9,386.05,385.88,2022-09-16 11:00:00
60806.0,385.4161,385.8801,385.45,385.96,384.8404,2022-09-16 12:00:00
36412.0,383.2161,383.25,383.18,383.25,383.17,2022-09-16 13:00:00
553718.0,382.8385,382.54,382.9,383.17,382.52,2022-09-16 14:00:00
188790.0,383.8478,383.55,383.85,384.0789,383.51,2022-09-16 15:00:00
88853.0,384.055,384.27,383.98,384.36,383.8801,2022-09-16 16:00:00
131738.0,383.3806,383.49,383.325,383.63,383.26,2022-09-16 17:00:00
80894.0,382.7778,382.81,382.9,382.902,382.665,2022-09-16 18:00:00
118232.0,384.9971,384.86,385.105,385.15,384.79,2022-09-16 19:00:00
750182.0,386.5921,385.62,385.67,385.75,385.45,2022-09-16 20:00:00
1980.0,386.8227,386.87,386.77,386.87,386.76,2022-09-16 21:00:00
328.0,387.0999,387.1,387.1,387.1,387.1,2022-09-16 22:00:00
5643.0,383.217,382.87,382.92,384.79,382.49,2022-09-19 08:00:00
1862.0,382.2396,382.24,382.28,382.28,382.2,2022-09-19 10:00:00
29483.0,382.7511,382.61,382.8,382.8,382.6,2022-09-19 11:00:00
72443.0,382.5309,382.45,382.09,383.5604,381.97,2022-09-19 12:00:00
2256.0,383.153,383.14,383.104,383.2,383.1,2022-09-19 13:00:00
255369.0,384.5166,384.8873,384.35,384.8873,384.2601,2022-09-19 14:00:00
98533.0,386.3366,386.22,386.29,386.46,386.19,2022-09-19 15:00:00
134016.0,384.8088,384.52,384.88,384.96,384.48,2022-09-19 16:00:00
99492.0,386.1464,386.13,386.14,386.27,386.03,2022-09-19 17:00:00
84762.0,385.4476,385.44,385.24,385.58,385.24,2022-09-19 18:00:00
235450.0,386.1021,385.87,386.26,386.32,385.85,2022-09-19 19:00:00
478680.0,388.5682,388.55,388.83,388.85,388.39,2022-09-19 20:00:00
1869.0,388.9786,388.98,388.97,389.0,388.97,2022-09-19 21:00:00
37703.0,389.0131,389.02,388.98,389.06,388.98,2022-09-19 22:00:00
4401.0,388.3109,388.33,388.1,388.98,388.1,2022-09-20 08:00:00
378.0,386.789,386.79,386.79,386.79,386.79,2022-09-20 10:00:00
4309.0,387.0356,387.03,387.04,387.07,386.95,2022-09-20 11:00:00
54706.0,386.9763,386.9835,386.75,387.4,386.5996,2022-09-20 12:00:00
3362.0,385.9321,385.885,385.97,385.97,385.88,2022-09-20 13:00:00
135975.0,383.7729,383.87,383.86,383.94,383.63,2022-09-20 14:00:00
162347.0,384.7199,384.66,384.74,384.86,384.53,2022-09-20 15:00:00
116070.0,385.8129,385.7,385.78,385.93,385.7,2022-09-20 16:00:00
71576.0,384.0799,384.21,384.11,384.21,384.02,2022-09-20 17:00:00
192424.0,381.56,381.405,381.63,381.68,381.35,2022-09-20 18:00:00
152543.0,383.4219,383.325,383.45,383.57,383.18,2022-09-20 19:00:00
515542.0,386.3129,384.2,384.39,384.48,384.09,2022-09-20 20:00:00
3427.0,384.7303,384.71,384.72,384.74,384.71,2022-09-20 21:00:00
17430.0,384.5857,384.59,384.45,384.63,384.41,2022-09-20 22:00:00
573.0,384.4132,384.42,384.39,384.43,384.39,2022-09-20 23:00:00
873.0,383.9351,383.96,383.96,383.96,383.96,2022-09-21 08:00:00
342.0,384.3922,384.41,384.37,384.41,384.37,2022-09-21 09:00:00
171.0,385.2245,385.24,385.24,385.24,385.24,2022-09-21 10:00:00
4204.0,384.9885,384.96,385.04,385.04,384.94,2022-09-21 11:00:00
35388.0,385.2311,384.85,385.44,385.67,383.91,2022-09-21 12:00:00
5127.0,386.1856,386.09,386.24,386.25,386.09,2022-09-21 13:00:00
174870.0,386.3738,386.23,386.55,386.5899,386.08,2022-09-21 14:00:00
108088.0,385.9306,385.985,385.92,386.05,385.83,2022-09-21 15:00:00
57246.0,385.9241,386.03,385.8601,386.06,385.82,2022-09-21 16:00:00
67460.0,385.918,385.91,385.945,386.005,385.825,2022-09-21 17:00:00
1941259.0,384.432,387.1,383.13,387.23,383.03,2022-09-21 18:00:00
599456.0,387.5807,387.51,386.84,388.06,386.73,2022-09-21 19:00:00
397174.0,377.2219,377.4,377.11,377.47,376.92,2022-09-21 20:00:00
4100.0,376.6593,376.65,376.61,376.77,376.61,2022-09-21 21:00:00
40167.0,376.6702,376.51,376.8,376.88,376.33,2022-09-21 22:00:00
2513.0,375.3792,375.43,375.33,375.43,375.31,2022-09-21 23:00:00
3339.0,378.0089,378.23,378.3,378.31,377.02,2022-09-22 08:00:00
309.0,379.2426,379.23,379.23,379.23,379.23,2022-09-22 09:00:00
867.0,377.6957,377.75,377.57,377.75,377.57,2022-09-22 10:00:00
17581.0,378.2706,378.31,378.0,378.57,378.0,2022-09-22 11:00:00
92771.0,377.4538,378.48,377.7701,379.15,376.17,2022-09-22 12:00:00
19274.0,378.2506,378.34,378.1701,378.4,378.17,2022-09-22 13:00:00
295788.0,374.852,374.95,374.77,375.11,374.61,2022-09-22 14:00:00
169861.0,374.1096,374.09,374.03,374.3,373.975,2022-09-22 15:00:00
158882.0,374.5933,374.43,374.66,374.68,374.4,2022-09-22 16:00:00
72615.0,375.2464,375.1666,375.3401,375.35,375.12,2022-09-22 17:00:00
64329.0,375.5327,375.38,375.566,375.63,375.38,2022-09-22 18:00:00
166093.0,375.626,375.43,375.6899,375.7899,375.425,2022-09-22 19:00:00
1016615.0,375.0265,374.23,374.0,374.3,373.91,2022-09-22 20:00:00
2559.0,374.4543,374.48,374.5,374.5,374.38,2022-09-22 21:00:00
16691.0,374.7243,374.74,374.64,374.75,374.64,2022-09-22 22:00:00
2821.0,374.4752,374.55,374.47,374.55,374.47,2022-09-22 23:00:00
500.0,375.0,375.0,375.0,375.0,375.0,2022-09-23 00:00:00
8452.0,372.8252,372.84,372.83,373.48,372.7,2022-09-23 08:00:00
6876.0,371.2965,371.31,371.15,371.32,371.15,2022-09-23 10:00:00
18152.0,369.225,369.07,369.4,369.47,369.0,2022-09-23 11:00:00
154790.0,369.3231,369.17,369.62,373.1104,368.89,2022-09-23 12:00:00
2989.0,369.1171,369.12,369.11,369.12,369.1,2022-09-23 13:00:00
376342.0,367.8221,367.8,367.7699,367.99,367.67,2022-09-23 14:00:00
299267.0,367.3624,367.46,367.24,367.5451,367.18,2022-09-23 15:00:00
62770.0,366.8004,366.82,366.8027,366.87,366.7108,2022-09-23 16:00:00
147002.0,366.4805,366.6414,366.45,366.65,366.35,2022-09-23 17:00:00
150926.0,366.0561,366.16,366.07,366.16,365.9409,2022-09-23 18:00:00
278946.0,363.635,363.48,363.8581,363.88,363.41,2022-09-23 19:00:00
841135.0,368.1102,367.91,368.16,368.28,367.9,2022-09-23 20:00:00
715139.0,367.9512,368.3,368.26,368.35,367.95,2022-09-23 21:00:00
254.0,368.3384,368.35,368.35,368.35,368.35,2022-09-23 22:00:00
11794.0,366.5755,367.17,367.17,367.17,365.9,2022-09-26 08:00:00
2331.0,367.5748,367.54,367.74,367.74,367.54,2022-09-26 09:00:00
1238.0,365.061,365.08,365.07,365.08,365.07,2022-09-26 10:00:00
10861.0,365.448,365.32,365.5,365.5,365.32,2022-09-26 11:00:00
89622.0,365.6001,365.8,365.89,368.1304,364.7396,2022-09-26 12:00:00
17272.0,366.9447,367.17,366.95,367.17,366.82,2022-09-26 13:00:00
295563.0,368.7908,368.48,368.77,369.0,368.4563,2022-09-26 14:00:00
116844.0,368.6189,368.5,368.52,368.79,368.41,2022-09-26 15:00:00
168783.0,366.641,366.86,366.66,366.89,366.49,2022-09-26 16:00:00
261695.0,365.4134,365.57,365.44,365.58,365.32,2022-09-26 17:00:00
144216.0,363.4094,363.29,363.48,363.61,363.1619,2022-09-26 18:00:00
278727.0,366.0019,365.52,366.0699,366.22,365.515,2022-09-26 19:00:00
757099.0,365.3745,364.31,364.14,364.71,363.71,2022-09-26 20:00:00
2370.0,363.9856,363.9,364.0,364.02,363.9,2022-09-26 21:00:00
44509.0,364.0365,363.94,364.1,364.15,363.94,2022-09-26 22:00:00
3680.0,364.4583,364.43,364.48,364.49,364.43,2022-09-26 23:00:00
11015.0,369.2101,369.22,369.29,369.35,367.85,2022-09-27 08:00:00
349.0,368.1602,368.17,368.17,368.17,368.17,2022-09-27 09:00:00
2132.0,366.9511,366.86,366.99,366.99,366.86,2022-09-27 10:00:00
16556.0,368.4279,368.42,368.37,368.56,368.37,2022-09-27 11:00:00
255368.0,368.8861,368.4801,369.02,369.53,366.8804,2022-09-27 12:00:00
36253.0,368.2977,368.32,368.3,368.37,368.24,2022-09-27 13:00:00
698602.0,367.8596,368.45,367.32,368.6,367.02,2022-09-27 14:00:00
138058.0,368.379,368.3,368.29,368.54,368.2427,2022-09-27 15:00:00
335554.0,363.9383,364.07,363.99,364.085,363.8,2022-09-27 16:00:00
239214.0,362.4869,362.72,362.34,362.725,362.34,2022-09-27 17:00:00
343045.0,361.9119,361.76,362.0,362.17,361.54,2022-09-27 18:00:00
545247.0,363.872,364.03,363.49,364.05,363.4,2022-09-27 19:00:00
385674.0,363.103,363.39,362.9,363.42,362.8504,2022-09-27 20:00:00
528.0,363.8372,363.84,363.84,363.84,363.84,2022-09-27 21:00:00
21201.0,364.123,363.97,364.24,364.31,363.91,2022-09-27 22:00:00
436.0,364.0838,364.08,364.09,364.09,364.08,2022-09-27 23:00:00
4006.0,361.7839,361.77,361.69,361.87,361.69,2022-09-28 08:00:00
313.0,360.9381,360.94,360.94,360.94,360.94,2022-09-28 09:00:00
1045.0,359.0134,359.07,358.9,359.07,358.9,2022-09-28 10:00:00
11337.0,362.2486,362.23,362.4,362.5,362.02,2022-09-28 11:00:00
118270.0,361.4594,361.25,361.76,363.3404,359.0004,2022-09-28 12:00:00
39192.0,364.3117,364.4,364.25,364.4,364.25,2022-09-28 13:00:00
612836.0,365.2661,364.305,365.71,365.86,364.305,2022-09-28 14:00:00
192332.0,366.3245,366.54,366.39,366.545,366.16,2022-09-28 15:00:00
132335.0,368.3772,368.35,368.44,368.45,368.3,2022-09-28 16:00:00
112973.0,368.798,368.9,368.685,368.99,368.61,2022-09-28 17:00:00
69905.0,368.7528,368.71,368.74,368.84,368.68,2022-09-28 18:00:00
103088.0,369.4959,369.47,369.605,369.6299,369.36,2022-09-28 19:00:00
623226.0,370.6423,370.54,370.58,370.86,370.44,2022-09-28 20:00:00
7795.0,370.1776,370.11,370.25,370.25,370.11,2022-09-28 21:00:00
25669.0,370.3476,370.25,370.5,370.5,370.25,2022-09-28 22:00:00
4577.0,369.8995,369.89,369.9,369.9,369.89,2022-09-28 23:00:00
7606.0,365.8802,366.02,365.47,367.48,364.0,2022-09-29 08:00:00
16565.0,366.3673,366.3,366.12,366.55,366.12,2022-09-29 09:00:00
11030.0,367.5696,367.57,367.55,367.6,367.47,2022-09-29 10:00:00
12937.0,367.2823,367.07,367.36,367.36,367.02,2022-09-29 11:00:00
91755.0,367.6855,367.17,367.22,368.51,366.2504,2022-09-29 12:00:00
23082.0,365.6313,365.77,365.61,365.96,365.5,2022-09-29 13:00:00
465072.0,363.0542,363.19,362.65,363.33,362.64,2022-09-29 14:00:00
228540.0,362.6337,362.56,362.75,362.96,362.4049,2022-09-29 15:00:00
125626.0,363.9277,364.0,363.95,364.09,363.83,2022-09-29 16:00:00
101150.0,362.1552,362.275,362.1,362.28,362.07,2022-09-29 17:00:00
421707.0,360.2606,360.51,360.2,360.52,360.08,2022-09-29 18:00:00
199094.0,360.1202,359.92,360.175,360.36,359.883,2022-09-29 19:00:00
1421882.0,367.064,362.83,363.28,363.39,362.78,2022-09-29 20:00:00
4950.0,363.2428,363.24,363.2,363.28,363.17,2022-09-29 21:00:00
34742.0,362.9731,362.99,362.9,363.1,362.85,2022-09-29 22:00:00
1822.0,363.8667,363.83,363.9,363.91,363.83,2022-09-29 23:00:00
9769.0,366.0802,366.02,366.08,366.13,366.02,2022-09-30 08:00:00
8645.0,366.4995,366.5,366.45,366.5,366.45,2022-09-30 09:00:00
277.0,365.2151,365.2,365.2,365.2,365.2,2022-09-30 10:00:00
6504.0,364.6815,364.6,364.69,364.76,364.6,2022-09-30 11:00:00
60932.0,364.0383,363.68,363.78,366.5604,363.0002,2022-09-30 12:00:00
91125.0,363.7713,363.52,363.3,364.5,363.22,2022-09-30 13:00:00
407401.0,362.9931,363.08,362.85,363.33,362.62,2022-09-30 14:00:00
207834.0,364.3339,364.2,364.33,364.52,364.15,2022-09-30 15:00:00
372751.0,362.7504,362.96,362.6,362.98,362.58,2022-09-30 16:00:00
407486.0,362.6706,362.63,362.5324,362.708,362.48,2022-09-30 17:00:00
235636.0,360.8253,360.98,360.82,360.9999,360.64,2022-09-30 18:00:00
281326.0,359.531,359.33,359.77,359.81,359.15,2022-09-30 19:00:00
2082078.0,360.6851,357.12,357.87,357.97,357.02,2022-09-30 20:00:00
1483.0,357.9816,357.95,358.02,358.03,357.95,2022-09-30 21:00:00
789.0,358.0553,358.08,358.08,358.08,358.08,2022-09-30 22:00:00
897.0,357.8529,357.86,357.85,357.86,357.85,2022-09-30 23:00:00
7231.0,357.4217,358.0,357.32,358.0,357.31,2022-10-03 08:00:00
3355.0,357.3358,357.44,357.25,357.44,357.25,2022-10-03 09:00:00
387.0,358.013,358.09,358.09,358.09,358.09,2022-10-03 10:00:00
17662.0,359.083,359.12,359.2,359.2,358.94,2022-10-03 11:00:00
98972.0,359.3073,359.0001,359.82,360.03,356.76,2022-10-03 12:00:00
14150.0,361.1088,361.11,361.2,361.2,361.07,2022-10-03 13:00:00
773174.0,361.6241,360.6,361.96,362.18,360.58,2022-10-03 14:00:00
185370.0,364.3988,364.3111,364.32,364.54,364.25,2022-10-03 15:00:00
146808.0,363.9408,363.78,363.99,364.12,363.73,2022-10-03 16:00:00
131758.0,364.4397,364.29,364.385,364.56,364.24,2022-10-03 17:00:00
124858.0,365.7346,365.67,365.8601,365.88,365.665,2022-10-03 18:00:00
224877.0,368.1161,368.115,368.125,368.19,368.01,2022-10-03 19:00:00
673564.0,366.7283,366.6,366.77,366.88,366.52,2022-10-03 20:00:00
8413.0,366.8446,366.98,366.93,366.99,366.75,2022-10-03 21:00:00
13508.0,367.3099,367.04,367.33,367.46,367.04,2022-10-03 22:00:00
5277.0,366.5151,366.48,366.48,366.55,366.48,2022-10-03 23:00:00
21686.0,371.7376,372.0,371.92,372.0,369.18,2022-10-04 08:00:00
612.0,372.3317,372.4,372.35,372.4,372.35,2022-10-04 10:00:00
8407.0,372.6986,372.8,372.62,372.8,372.62,2022-10-04 11:00:00
105505.0,372.5003,372.6999,372.47,373.4204,371.3604,2022-10-04 12:00:00
16712.0,372.3595,372.46,372.35,372.46,372.2,2022-10-04 13:00:00
812687.0,376.4655,376.01,376.58,376.83,376.01,2022-10-04 14:00:00
277298.0,377.2521,377.22,377.1586,377.46,377.05,2022-10-04 15:00:00
186370.0,377.0413,377.03,377.02,377.11,376.98,2022-10-04 16:00:00
106141.0,376.2172,376.16,376.28,376.295,376.13,2022-10-04 17:00:00
124858.0,376.3585,376.295,376.4,376.465,376.27,2022-10-04 18:00:00
228419.0,377.0039,377.0978,377.135,377.15,376.86,2022-10-04 19:00:00
1141319.0,372.8463,377.89,377.74,377.98,377.63,2022-10-04 20:00:00
872.0,377.794,377.84,377.77,377.84,377.66,2022-10-04 21:00:00
19966.0,377.4407,377.66,377.36,377.71,377.36,2022-10-04 22:00:00
2195.0,377.0067,377.1,377.03,377.1,376.97,2022-10-04 23:00:00
33204.0,375.7463,375.32,375.21,376.3,375.21,2022-10-05 08:00:00
325.0,374.992,374.98,374.98,374.98,374.98,2022-10-05 09:00:00
1130.0,374.1599,374.11,374.15,374.2,374.11,2022-10-05 10:00:00
4193.0,375.2956,375.3,375.2,375.39,375.2,2022-10-05 11:00:00
84683.0,374.7534,375.24,374.55,375.34,374.14,2022-10-05 12:00:00
4905.0,373.9519,373.99,373.96,373.99,373.91,2022-10-05 13:00:00
960686.0,373.4669,374.28,373.03,374.34,372.89,2022-10-05 14:00:00
243187.0,371.4123,371.34,371.6,371.64,371.21,2022-10-05 15:00:00
60563.0,372.9177,373.05,372.85,373.11,372.75,2022-10-05 16:00:00
153410.0,375.2186,375.27,375.1893,375.2992,375.15,2022-10-05 17:00:00
154866.0,375.8165,375.83,375.7899,375.99,375.73,2022-10-05 18:00:00
353317.0,378.0209,377.69,378.01,378.23,377.69,2022-10-05 19:00:00
725271.0,377.5148,377.1,377.54,377.67,377.07,2022-10-05 20:00:00
3311.0,377.002,376.94,377.04,377.04,376.88,2022-10-05 21:00:00
6004.0,376.9046,376.92,376.86,376.95,376.86,2022-10-05 22:00:00
